instrument_btc,timestamp_utc,open_price_btc,high_price_btc,low_price_btc,close_price_btc,record_timestamp_utc_btc,instrument_ton,open_price_ton,high_price_ton,low_price_ton,close_price_ton,record_timestamp_utc_ton,RSI_dd_strat,BB_basis,BB_upper,BB_lower,buy_signal_btc,sell_signal_btc,buy_signal_ton,sell_signal_ton
BINANCE:BTCUSDT,2025-09-20 15:30:00+00:00,116110.01,116119.3,116044.69,116044.7,2025-09-20 17:53:42,BINANCE:TONUSDT,3.109,3.11,3.106,3.108,2025-09-20 17:53:42,0.0,3.095636363636364,3.1066642460572917,3.084608481215436,0,0,0,1
BINANCE:BTCUSDT,2025-10-06 03:05:00+00:00,124028.0,124094.14,124028.0,124089.84,2025-10-06 03:05:42,BINANCE:TONUSDT,2.814,2.815,2.814,2.814,2025-10-06 03:05:42,0.0,2.6466424242424242,2.7252780307479725,2.568006817736876,0,0,0,1
BINANCE:BTCUSDT,2025-10-06 03:10:00+00:00,123990.6,123990.61,123949.15,123949.15,2025-10-06 03:10:42,BINANCE:TONUSDT,2.812,2.812,2.811,2.811,2025-10-06 03:10:43,0.0,2.647539393939394,2.7301992898307264,2.564879498048062,0,1,0,1
BINANCE:BTCUSDT,2025-10-06 03:15:00+00:00,124006.42,124035.55,123990.6,124035.43,2025-10-06 03:15:42,BINANCE:TONUSDT,2.812,2.813,2.812,2.812,2025-10-06 03:15:43,24.99999999999723,2.6484606060606057,2.7349773454446344,2.561943866676577,0,1,0,1
