instrument,timestamp_utc,open_price,high_price,low_price,close_price,record_timestamp_utc
LSE:MAG7,2025-09-19 15:25:00,36.36,36.36,36.21,36.26,2025-09-20 12:30:25
LSE:MAG7,2025-09-19 15:25:00,36.36,36.36,36.21,36.26,2025-09-20 12:35:16
LSE:MAG7,2025-09-19 15:25:00,36.36,36.36,36.21,36.26,2025-09-20 12:40:18
LSE:MAG7,2025-09-19 15:25:00,36.36,36.36,36.21,36.26,2025-09-20 12:45:21
LSE:MAG7,2025-09-19 15:25:00,36.36,36.36,36.21,36.26,2025-09-20 12:50:23
LSE:MAG7,2025-09-19 15:25:00,36.36,36.36,36.21,36.26,2025-09-20 12:55:28
LSE:MAG7,2025-09-19 15:25:00,36.36,36.36,36.21,36.26,2025-09-20 13:00:30
LSE:MAG7,2025-09-19 15:25:00,36.36,36.36,36.21,36.26,2025-09-20 13:20:16
LSE:MAG7,2025-09-19 15:25:00,36.36,36.36,36.21,36.26,2025-09-20 13:25:16
LSE:MAG7,2025-09-19 15:25:00,36.36,36.36,36.21,36.26,2025-09-20 13:30:18
LSE:MAG7,2025-09-19 15:25:00+00:00,36.36,36.36,36.21,36.26,2025-09-21 01:34:09
LSE:MAG7,2025-09-19 15:25:00+00:00,36.36,36.36,36.21,36.26,2025-09-21 01:43:20
LSE:MAG7,2025-09-19 15:25:00+00:00,36.36,36.36,36.21,36.26,2025-09-21 01:46:47
LSE:MAG7,2025-09-19 15:25:00+00:00,36.36,36.36,36.21,36.26,2025-09-21 01:54:58
LSE:MAG7,2025-09-19 15:25:00+00:00,36.36,36.36,36.21,36.26,2025-09-21 01:57:26
LSE:MAG7,2025-09-19 15:25:00+00:00,36.36,36.36,36.21,36.26,2025-09-21 01:59:51
LSE:MAG7,2025-09-19 15:25:00+00:00,36.36,36.36,36.21,36.26,2025-09-21 02:03:04
LSE:MAG7,2025-09-22 15:35:00+00:00,38.02,38.02,38.02,38.02,2025-09-23 01:50:16
LSE:MAG7,2025-09-22 15:35:00+00:00,38.02,38.02,38.02,38.02,2025-09-23 01:55:16
LSE:MAG7,2025-09-22 15:35:00+00:00,38.02,38.02,38.02,38.02,2025-09-23 02:00:16
LSE:MAG7,2025-09-22 15:35:00+00:00,38.02,38.02,38.02,38.02,2025-09-23 02:05:16
LSE:MAG7,2025-09-22 15:35:00+00:00,38.02,38.02,38.02,38.02,2025-09-23 02:10:16
LSE:MAG7,2025-09-22 15:35:00+00:00,38.02,38.02,38.02,38.02,2025-09-23 02:15:16
LSE:MAG7,2025-09-22 15:35:00+00:00,38.02,38.02,38.02,38.02,2025-09-23 02:20:16
LSE:MAG7,2025-09-22 15:35:00+00:00,38.02,38.02,38.02,38.02,2025-09-23 02:25:16
LSE:MAG7,2025-09-22 15:35:00+00:00,38.02,38.02,38.02,38.02,2025-09-23 03:20:16
LSE:MAG7,2025-09-22 15:35:00+00:00,38.02,38.02,38.02,38.02,2025-09-23 03:25:16
LSE:MAG7,2025-09-22 15:35:00+00:00,38.02,38.02,38.02,38.02,2025-09-23 03:30:16
LSE:MAG7,2025-09-22 15:35:00+00:00,38.02,38.02,38.02,38.02,2025-09-23 03:35:16
LSE:MAG7,2025-09-22 15:35:00+00:00,38.02,38.02,38.02,38.02,2025-09-23 03:40:16
LSE:MAG7,2025-09-22 15:35:00+00:00,38.02,38.02,38.02,38.02,2025-09-23 03:45:16
LSE:MAG7,2025-09-22 15:35:00+00:00,38.02,38.02,38.02,38.02,2025-09-23 03:50:16
LSE:MAG7,2025-09-22 15:35:00+00:00,38.02,38.02,38.02,38.02,2025-09-23 03:55:16
LSE:MAG7,2025-09-22 15:35:00+00:00,38.02,38.02,38.02,38.02,2025-09-23 04:00:16
LSE:MAG7,2025-09-22 15:35:00+00:00,38.02,38.02,38.02,38.02,2025-09-23 04:05:16
LSE:MAG7,2025-09-22 15:35:00+00:00,38.02,38.02,38.02,38.02,2025-09-23 04:15:16
LSE:MAG7,2025-09-22 15:35:00+00:00,38.02,38.02,38.02,38.02,2025-09-23 04:20:16
LSE:MAG7,2025-09-22 15:35:00+00:00,38.02,38.02,38.02,38.02,2025-09-23 04:35:16
LSE:MAG7,2025-09-22 15:35:00+00:00,38.02,38.02,38.02,38.02,2025-09-23 04:40:16
LSE:MAG7,2025-09-22 15:35:00+00:00,38.02,38.02,38.02,38.02,2025-09-23 05:10:17
LSE:MAG7,2025-09-22 15:35:00+00:00,38.02,38.02,38.02,38.02,2025-09-23 05:15:16
LSE:MAG7,2025-09-22 15:35:00+00:00,38.02,38.02,38.02,38.02,2025-09-23 05:20:16
LSE:MAG7,2025-09-22 15:35:00+00:00,38.02,38.02,38.02,38.02,2025-09-23 05:25:16
LSE:MAG7,2025-09-22 15:35:00+00:00,38.02,38.02,38.02,38.02,2025-09-23 06:05:16
LSE:MAG7,2025-09-23 15:35:00+00:00,37.21,37.21,37.21,37.21,2025-09-24 05:10:18
LSE:MAG7,2025-09-23 15:35:00+00:00,37.21,37.21,37.21,37.21,2025-09-24 05:15:18
LSE:MAG7,2025-09-23 15:35:00+00:00,37.21,37.21,37.21,37.21,2025-09-24 05:35:18
LSE:MAG7,2025-09-23 15:35:00+00:00,37.21,37.21,37.21,37.21,2025-09-24 05:40:18
LSE:MAG7,2025-09-23 15:35:00+00:00,37.21,37.21,37.21,37.21,2025-09-24 05:45:19
