instrument,timestamp_utc,open_price,high_price,low_price,close_price,record_timestamp_utc
BINANCE:BTCUSDT,2025-09-19 00:15:00+00:00,117069.13,117329.51,117069.13,117154.03,2025-09-20 17:53:42
BINANCE:BTCUSDT,2025-09-19 00:20:00+00:00,117154.04,117299.22,117154.03,117229.34,2025-09-20 17:53:42
BINANCE:BTCUSDT,2025-09-19 00:25:00+00:00,117229.34,117266.55,117209.6,117229.62,2025-09-20 17:53:42
BINANCE:BTCUSDT,2025-09-19 00:30:00+00:00,117229.62,117280.0,117215.09,117280.0,2025-09-20 17:53:42
BINANCE:BTCUSDT,2025-09-19 00:35:00+00:00,117279.99,117348.85,117279.99,117344.55,2025-09-20 17:53:42
BINANCE:BTCUSDT,2025-09-19 00:40:00+00:00,117344.55,117388.0,117310.04,117387.99,2025-09-20 17:53:42
BINANCE:BTCUSDT,2025-09-19 00:45:00+00:00,117387.99,117426.54,117342.88,117352.82,2025-09-20 17:53:42
BINANCE:BTCUSDT,2025-09-19 00:50:00+00:00,117352.82,117404.74,117333.61,117367.96,2025-09-20 17:53:42
BINANCE:BTCUSDT,2025-09-19 00:55:00+00:00,117367.96,117427.7,117367.12,117424.2,2025-09-20 17:53:42
BINANCE:BTCUSDT,2025-09-19 01:00:00+00:00,117424.21,117459.99,117382.49,117459.98,2025-09-20 17:53:42
BINANCE:BTCUSDT,2025-09-19 01:05:00+00:00,117459.99,117459.99,117312.41,117312.43,2025-09-20 17:53:42
BINANCE:BTCUSDT,2025-09-19 01:10:00+00:00,117312.43,117320.46,117256.94,117269.31,2025-09-20 17:53:42
BINANCE:BTCUSDT,2025-09-19 01:15:00+00:00,117269.31,117354.5,117221.48,117354.49,2025-09-20 17:53:42
BINANCE:BTCUSDT,2025-09-19 01:20:00+00:00,117354.49,117378.55,117299.21,117336.47,2025-09-20 17:53:42
BINANCE:BTCUSDT,2025-09-19 01:25:00+00:00,117336.46,117348.21,117299.21,117337.46,2025-09-20 17:53:42
BINANCE:BTCUSDT,2025-09-19 01:30:00+00:00,117337.47,117388.16,117271.02,117271.02,2025-09-20 17:53:42
BINANCE:BTCUSDT,2025-09-19 01:35:00+00:00,117271.03,117296.52,117241.67,117241.67,2025-09-20 17:53:42
BINANCE:BTCUSDT,2025-09-19 01:40:00+00:00,117241.67,117241.67,117132.16,117132.16,2025-09-20 17:53:42
BINANCE:BTCUSDT,2025-09-19 01:45:00+00:00,117132.16,117157.26,117118.21,117137.87,2025-09-20 17:53:42
BINANCE:BTCUSDT,2025-09-19 01:50:00+00:00,117137.88,117203.97,117137.87,117203.97,2025-09-20 17:53:42
BINANCE:BTCUSDT,2025-09-19 01:55:00+00:00,117203.96,117268.35,117192.75,117241.32,2025-09-20 17:53:42
BINANCE:BTCUSDT,2025-09-19 02:00:00+00:00,117241.32,117285.99,117186.27,117285.98,2025-09-20 17:53:42
BINANCE:BTCUSDT,2025-09-19 02:05:00+00:00,117285.99,117285.99,117174.13,117174.75,2025-09-20 17:53:42
BINANCE:BTCUSDT,2025-09-19 02:10:00+00:00,117174.76,117174.76,117044.13,117051.81,2025-09-20 17:53:42
