instrument,timestamp_utc,open_price,high_price,low_price,close_price,record_timestamp_utc
LSE:MAG7,2025-09-16 12:00:00+00:00,35.67,35.67,35.51,35.51,2025-09-20 17:52:14
LSE:MAG7,2025-09-16 12:05:00+00:00,35.54,35.54,35.4,35.4,2025-09-20 17:52:14
LSE:MAG7,2025-09-16 12:10:00+00:00,35.53,35.53,35.51,35.51,2025-09-20 17:52:14
LSE:MAG7,2025-09-16 12:15:00+00:00,35.45,35.45,35.45,35.45,2025-09-20 17:52:14
LSE:MAG7,2025-09-16 12:25:00+00:00,35.45,35.49,35.45,35.46,2025-09-20 17:52:14
LSE:MAG7,2025-09-16 12:30:00+00:00,35.4,35.4,35.4,35.4,2025-09-20 17:52:14
LSE:MAG7,2025-09-16 12:35:00+00:00,35.39,35.48,35.39,35.48,2025-09-20 17:52:14
LSE:MAG7,2025-09-16 12:40:00+00:00,35.49,35.49,35.49,35.49,2025-09-20 17:52:14
LSE:MAG7,2025-09-16 12:45:00+00:00,35.46,35.46,35.41,35.46,2025-09-20 17:52:14
LSE:MAG7,2025-09-16 12:50:00+00:00,35.44,35.44,35.44,35.44,2025-09-20 17:52:14
LSE:MAG7,2025-09-16 12:55:00+00:00,35.53,35.53,35.52,35.52,2025-09-20 17:52:14
LSE:MAG7,2025-09-16 13:00:00+00:00,35.54,35.65,35.54,35.65,2025-09-20 17:52:14
LSE:MAG7,2025-09-16 13:05:00+00:00,35.64,35.64,35.64,35.64,2025-09-20 17:52:14
LSE:MAG7,2025-09-16 13:10:00+00:00,35.56,35.67,35.53,35.67,2025-09-20 17:52:14
LSE:MAG7,2025-09-16 13:15:00+00:00,35.48,35.48,35.41,35.41,2025-09-20 17:52:14
LSE:MAG7,2025-09-16 13:20:00+00:00,35.48,35.51,35.43,35.51,2025-09-20 17:52:14
LSE:MAG7,2025-09-16 13:25:00+00:00,35.36,35.36,35.36,35.36,2025-09-20 17:52:14
LSE:MAG7,2025-09-16 13:30:00+00:00,35.33,35.51,34.97,34.98,2025-09-20 17:52:14
LSE:MAG7,2025-09-16 13:35:00+00:00,35.06,35.06,34.9,34.92,2025-09-20 17:52:14
LSE:MAG7,2025-09-16 13:40:00+00:00,34.89,35.07,34.82,35.07,2025-09-20 17:52:14
LSE:MAG7,2025-09-16 13:45:00+00:00,35.27,35.4,35.22,35.4,2025-09-20 17:52:14
LSE:MAG7,2025-09-16 13:50:00+00:00,35.22,35.37,35.1,35.25,2025-09-20 17:52:14
LSE:MAG7,2025-09-16 13:55:00+00:00,35.26,35.26,35.12,35.12,2025-09-20 17:52:14
LSE:MAG7,2025-09-16 14:00:00+00:00,35.21,35.35,35.21,35.34,2025-09-20 17:52:14
LSE:MAG7,2025-09-16 14:05:00+00:00,35.34,35.58,35.31,35.58,2025-09-20 17:52:14
LSE:MAG7,2025-09-16 14:10:00+00:00,35.34,35.35,35.34,35.35,2025-09-20 17:52:14
LSE:MAG7,2025-09-16 14:15:00+00:00,35.38,35.47,35.28,35.28,2025-09-20 17:52:14
